autoria_nome_publico;total;aon;aon_sucesso;aon_falha;flex;flex_sucesso;flex_falha;sub;sub_sucesso;sub_falha
bruno villela;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
bräo;5;5,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
bucaneiro nerd;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
bucanera pelo mundo;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
bunda;4;0,0;0,0;0,0;4,0;4,0;0,0;0,0;0,0;0,0
buscando uma nova odisséia;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
bárbara amádio;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
bárbara bueno;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
bárbara machado;5;4,0;4,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
c.j;3;2,0;0,0;2,0;1,0;1,0;0,0;0,0;0,0;0,0
c4 studio;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
cabrera;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
cadu simões;3;3,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
café cartum;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
café com leite e tiras do la cruz;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cah poszar;2;1,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0
caio augusto simões dos santos;1;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0
caio castellucci;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
caio césar;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
caio majado;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
caio oliveira;9;9,0;8,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
caique felipe serafim dos santos;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
caixa do remedios;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
caixopolis;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
calfa;3;1,0;1,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
calvin golcal;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
camila abdanur;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
camila batista;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
camila loricchio;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
camila reis;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
camilo borges;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
canal adailson ferreira;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal de short - fred whatever;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal desenhos do tiburcio;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal do tony;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal lute pela revolução;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal marvei;2;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;2,0
canal ocontrollador;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
canal prodigy nerd;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal que?! games!;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal quimera;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal side quest;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
canal sralonez;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal sunrett;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canal walace;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
canhotorium arte aplicada;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
canoa de tolda;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
capa comics;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
capinaremos;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
capitão barba;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
capitão miolo-mole;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
caricatiras;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
carla pilla;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
carlo iotti;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
carlos alberto silva;1;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0
carlos avalone;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
carlos baku;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
carlos brandino;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
carlos eduardo cunha;2;0,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
carlos fabiano pinto da silva;2;0,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
carlos felipe de c. r. figueiras;6;4,0;4,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
carlos henrique de souza  carnaúba;2;0,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
carlos jenisch;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
carlos lopes da silva antonio;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
carlos rocha;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
carlos ruas;8;3,0;3,0;0,0;5,0;5,0;0,0;0,0;0,0;0,0
carol  studzinski;2;0,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
carol cunha;2;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
carol rossetti;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
carolina sobreira;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
caroline calzolari;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
caroline menegaz;1;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0
carreira do desenhista;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cartoonzando;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
cartunista das cavernas;5;5,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
casca-de-noz;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cassio ribeiro;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
cat madê;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
catharina baltar;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
cauê rebouças;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
cavalcanti jr.;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
caverna do refúgio;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cecilia ramos;2;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
cecilia tangerina faz quadrinhos!;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
celso oliveira menezes;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
central hqs;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
cezar calvin;1;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0
chairim;2;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
chandelly kidman;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
charges do vinoli;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
charles mos;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
charles ribeiro pinheiro;2;1,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0
chateados-scans | financiamento!;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
chiaroscuro studios;6;1,0;1,0;0,0;5,0;5,0;0,0;0,0;0,0;0,0
chico oliveira;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
chris machado;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
chris nazza;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
chris pereira;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
chris tex;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
chuva de zine;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cháfrito;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
cientirinhas;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
cinemantenado;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
clara carvalho;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
clari cabral;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
clarice frança;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
clarissa paiva;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
claudio alves;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
claudio gonçalves claudião;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
clave;1;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0
clayton cardoso;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
clayton inloco;4;2,0;2,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
clayton ramos rabelo;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
clemyisdying campaign;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cleyton duarte carriço;2;0,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
clio editora;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
clube da hq barras;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
clube de apoio ao giu desenhos;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
clube de assinatura helôilustra;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clube de assinaturas: hana karnon;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clube do alfredo;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
clube do bastiaograms;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
clube do blue;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clube do pedro leite;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clube do sigui;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clube do vida de suporte;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clube dos problemas & cia;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clube dos surtinhos;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clube mnq;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
clube protótipo;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clubinho da brielli;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
clubinho do mattos;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
clubinho dos caídos;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
cláudio boaventura;2;2,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0
clério arouca;2;2,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0
coati;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
coisas estranhas;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
coletivo açaí pesado;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
coletivo bereguedê;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
coletivo catarse transforma;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
coletivo de quadrinistas indígenas;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
coletivo guilda dos quadrinhos;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
coletivo iukytáias;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
colibrí tóxico;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
color meow studio;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
começando com o pior talento rank-z;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
comic city;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
comic club br;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
comic+;6;1,0;1,0;0,0;5,0;5,0;0,0;0,0;0,0;0,0
comics e arte digital;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
comics gr;3;0,0;0,0;0,0;3,0;3,0;0,0;0,0;0,0;0,0
comoequetalá;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
compre minha arte enquanto tô vivo;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
compêndio comics;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
conhecimento financeiro;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
conrad editora;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
continuidade da produção artística;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
contos da meg;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
contos do siará;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
contra gigantes;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
conversa de nerd;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cora ottoni;2;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
cordeiro de sá;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
cosmic victoria;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
cosmic wolf club;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
cotoco news;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cqi - companhia de quadrinhos independentes;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
crescer com criatividade;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
criando fã games;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
criar comics studio;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
criativa quadrinhos;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
criações da re vitrola;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
cris camargo;4;0,0;0,0;0,0;4,0;4,0;0,0;0,0;0,0;0,0
cristiano henriques de melo;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
cristiano ludgerio;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
cristiano seixas;3;3,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
cristina pezel (escritora e roteirista) - selo pictos;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
cronologiahq;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cronus case;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
crow;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
cyn gomes;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
cássio peixoto - mucufo coletivo de quadrinhos;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
cátia ana baldoino da silva;2;1,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0
d. l. werneck;2;1,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
d.pedro ii - o imperador no exílio;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
da rosa estúdio;6;1,0;1,0;0,0;5,0;5,0;0,0;0,0;0,0;0,0
dadí;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
daiandreson victor;2;2,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
daieny schuttz;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
dalton cara;2;0,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
dan aroeira;3;3,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
dan borges;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
dango yoshio;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
dani b.;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
dani dias;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
daniel bretas;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
daniel brás;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
daniel cramer;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
daniel dos santos ramos;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
daniel esteves;4;2,0;2,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
daniel franklin;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
daniel hdr;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
daniel lopes compa calvacante;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
daniel lopez/desvendando o original;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
daniel lucavis;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
daniel ramos;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
daniel rodrigues;2;1,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0
daniel santos  ramos;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
daniel siqueira lopez lago;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
daniel sousa;4;0,0;0,0;0,0;4,0;4,0;0,0;0,0;0,0;0,0
daniela beleze karasawa;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
daniela rangel baptista;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
danilo fernando de angeli;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
danilo scarpa;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
dann snow;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
dario vetere;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
davi calil;4;4,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
david arievilo;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
db_arts;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
death star - a lenda dos defensores;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
deby dreamwalker;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
deivid borba;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
delacroix sasha;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
delmo arguelhes;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
demi;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
denis mello;3;2,0;2,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
denis rizzoli;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
denise ilustra;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
desat.se;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
desatencioso;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
descolados;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
desenha randall random;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
desenhando a natureza;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
desenhista precisa de ajudar pra republicar obra de hq;2;0,0;0,0;0,0;2,0;0,0;2,0;0,0;0,0;0,0
desenhos da steps;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
desenhos do nando;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
desenhos e comedia;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
desorientanda;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
destro;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
desvio de verba;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
determination maga;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
devahuti dasi;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
devaneio aleatório;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
deyvison manes;2;2,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0
dfmedieval;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
dharma;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
diana doria;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
dicas e materiais com flavio soares;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
didi mamushka;4;2,0;1,0;1,0;2,0;2,0;0,0;0,0;0,0;0,0
dieferson trindade;9;8,0;7,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0
diego e joão;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
diego esteves;2;2,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
diego jose lima silva;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
diego marinho;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
diego maryo;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
diego risan;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
diego sanches;6;6,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
diego toledo;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
digo freitas;4;4,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
dimitre camargo martins;2;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
diogo dornelas;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
diogo pavan;2;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
diversidade nerd | chris gonzatti;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
divisao 9;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
diário ilustrado;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
diêgo miranda;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
don comics & pan quadrinhos;5;0,0;0,0;0,0;5,0;5,0;0,0;0,0;0,0;0,0
dona anésia & cia;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
doug lira;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
douglas cruz;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
douglas mct;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
douglas phillips freitas;6;0,0;0,0;0,0;6,0;6,0;0,0;0,0;0,0;0,0
douglas reinaldo;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
douglas reis ribeiro;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
dougropi;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
down o infernal mundo de syndrome;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
draconian comics;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
draconnasti;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0
dragonarte;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
dragão teimoso - dtcast;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
duane henrique;2;1,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0
duck iazy semanal/quinzenal;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
dínamo estúdio;1;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
e.t. zuba;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
eberton ferreira;6;5,0;5,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
ebook box - séries & quadrinhos;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
ecinho lima;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
ed benes;2;0,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0
ed saraiva jr;1;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
ed_art;1;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0
eddu menêzes;1;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0
ede galileu;5;0,0;0,0;0,0;5,0;5,0;0,0;0,0;0,0;0,0
edegar agostinho;2;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
eder modanez;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
edimania;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
editora 85;16;5,0;5,0;0,0;11,0;11,0;0,0;0,0;0,0;0,0
editora aventurástica;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
editora celeste;1;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0
editora clepsidra;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
editora de um livro só;1;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0
editora diário macabro;4;4,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
editora draco;25;19,0;19,0;0,0;6,0;6,0;0,0;0,0;0,0;0,0
